,id,retweet_count,favorite_count,lang
651,792394556390137856,4998,15128,en
652,792050063153438720,2088,8029,en
653,791821351946420224,24514,0,en
654,791784077045166082,11271,0,en
655,791780927877898241,4432,0,en
656,791774931465953280,21156,37818,en
657,791672322847637504,3661,13129,en
658,791406955684368384,4797,14670,en
659,791312159183634433,2963,9841,en
660,791026214425268224,4858,0,en
661,790987426131050500,2483,11089,en
662,790946055508652032,5496,18601,en
663,790723298204217344,2704,0,en
664,790698755171364864,2203,9158,en
665,790581949425475584,8183,22473,en
666,790337589677002753,2167,8740,en
667,790277117346975746,3732,14081,en
668,790227638568808452,4190,0,en
669,789986466051088384,2704,10369,en
670,789960241177853952,4839,0,en
671,789903600034189313,4858,11673,en
672,789628658055020548,2080,8448,en
673,789599242079838210,2279,7620,en
674,789530877013393408,3942,13188,en
675,789314372632018944,2666,9615,en
676,789280767834746880,5747,0,en
677,789268448748703744,3014,10196,en
678,789137962068021249,3244,10875,en
679,788908386943430656,14409,30653,en
680,788765914992902144,12014,30658,en
681,788552643979468800,8407,0,en
682,788412144018661376,5990,16060,en
683,788178268662984705,2488,8100,en
684,788150585577050112,1510,6865,en
685,788070120937619456,3952,0,en
686,788039637453406209,1535,6867,en
687,787810552592695296,3540,9717,en
688,787717603741622272,3240,11416,en
689,787397959788929025,3300,12120,en
690,787322443945877504,2032,8726,en
691,787111942498508800,7798,0,en
692,786963064373534720,9327,29725,en
693,786729988674449408,2827,0,en
694,786709082849828864,7069,20296,en
695,786664955043049472,2996,11957,en
696,786595970293370880,3601,10497,en
697,786363235746385920,4072,12189,en
698,786286427768250368,3352,8930,en
699,786233965241827333,5571,17178,en
700,786051337297522688,179,1614,en
701,786036967502913536,8237,0,en
702,785927819176054784,3652,12696,en
703,785872687017132033,2130,7489,en
704,785639753186217984,2561,8735,en
705,785533386513321988,2334,10183,en
706,785515384317313025,1477,6800,en
707,785264754247995392,1911,8128,en
708,785170936622350336,5639,13491,en
709,784826020293709826,3712,11310,en
710,784517518371221505,2970,10039,en
711,784431430411685888,1491,6329,en
712,784183165795655680,9374,22513,en
713,784057939640352768,12953,33505,en
714,783839966405230592,12643,33689,en
715,783821107061198850,2269,8209,en
716,783695101801398276,3737,11650,en
717,783466772167098368,2608,9468,en
718,783391753726550016,6441,18908,en
719,783347506784731136,6533,0,en
720,783334639985389568,13616,32651,en
721,783085703974514689,2565,9112,en
722,782969140009107456,8521,26949,en
723,782747134529531904,1604,8310,en
724,782722598790725632,6238,19250,en
725,782598640137187329,2184,8694,en
726,782305867769217024,6470,18630,en
727,782021823840026624,7236,0,en
728,781955203444699136,3920,12357,en
729,781661882474196992,3129,11634,en
730,781655249211752448,1314,4466,en
731,781524693396357120,6426,23163,en
732,781308096455073793,2961,7973,en
733,781251288990355457,2458,9428,en
734,781163403222056960,3168,10895,en
735,780931614150983680,8536,24192,en
736,780858289093574656,2328,8033,en
737,780800785462489090,1505,6141,en
738,780601303617732608,3839,13525,en
739,780543529827336192,2032,7040,en
740,780496263422808064,4319,0,en
741,780476555013349377,136,0,en
742,780459368902959104,1224,5892,en
743,780192070812196864,2589,9712,en
744,780092040432480260,2655,0,en
745,780074436359819264,5815,13723,en
746,779834332596887552,8237,21252,en
747,779377524342161408,3613,9831,en
748,779124354206535695,21324,0,en
749,779123168116150273,4207,13206,en
750,779056095788752897,5247,16500,en
751,778990705243029504,8437,22342,en
752,778774459159379968,11550,0,en
753,778764940568104960,426,955,en
754,778748913645780993,1562,7717,en
755,778650543019483137,1729,6430,en
756,778624900596654080,1176,5177,en
757,778408200802557953,5023,15135,en
758,778396591732486144,14198,0,en
759,778383385161035776,1271,6515,en
760,778286810187399168,3836,11576,en
761,778039087836069888,3065,9417,en
762,778027034220126208,1885,7320,en
763,777953400541634568,4080,0,en
764,777885040357281792,1893,7078,en
765,777684233540206592,3403,12518,en
766,777641927919427584,4947,0,en
767,777621514455814149,2910,9742,en
768,777189768882946048,4999,15921,en
769,776819012571455488,15839,0,en
770,776813020089548800,1405,5444,en
771,776477788987613185,3249,9858,en
772,776249906839351296,10673,0,en
773,776218204058357768,18497,33345,en
774,776201521193218049,2919,10681,en
775,776113305656188928,5068,13102,en
776,776088319444877312,179,2045,en
777,775898661951791106,17621,0,en
778,775842724423557120,3116,13022,en
779,775733305207554048,4627,15413,en
780,775729183532220416,5302,14361,en
781,775364825476165632,3472,8295,en
782,775350846108426240,4532,11309,en
783,775096608509886464,9220,0,en
784,775085132600442880,5488,17281,en
785,774757898236878852,2035,9462,en
786,774639387460112384,2013,7508,en
787,774314403806253056,6478,24167,en
788,773985732834758656,4492,11925,en
789,773922284943896577,1999,7110,en
790,773704687002451968,1891,7317,en
791,773670353721753600,1501,5935,en
792,773547596996571136,7126,24553,en
793,773336787167145985,5912,0,en
794,773308824254029826,8640,25846,en
795,773247561583001600,3699,10414,en
796,773191612633579521,4736,11117,en
797,772877495989305348,4501,9555,en
798,772826264096874500,2669,8842,en
799,772615324260794368,3914,0,en
800,772581559778025472,1968,7192,en
801,772193107915964416,1612,6665,en
802,772152991789019136,1300,4181,en
803,772117678702071809,848,4165,en
804,772114945936949249,546,3005,en
805,772102971039580160,1065,4448,en
806,771908950375665664,2181,7298,en
807,771770456517009408,3924,13356,en
808,771500966810099713,3018,9167,en
809,771380798096281600,5912,11746,en
810,771171053431250945,8705,0,en
811,771136648247640064,3357,10223,en
812,771102124360998913,1663,6898,en
813,771014301343748096,1782,7032,en
814,770787852854652928,1415,5498,en
815,770772759874076672,1626,5749,en
816,770743923962707968,52360,0,en
817,770655142660169732,2013,8130,en
818,770414278348247044,2390,6987,en
819,770293558247038976,1718,6923,en
820,770093767776997377,3520,0,en
821,770069151037685760,2651,8385,en
822,769940425801170949,11131,34948,en
823,769695466921623552,1926,7101,en
824,769335591808995329,8830,0,en
825,769212283578875904,1969,5980,en
826,768970937022709760,7574,16017,en
827,768909767477751808,3129,0,en
828,768855141948723200,1034,4660,en
829,768609597686943744,1382,4580,en
830,768596291618299904,1473,5592,en
831,768554158521745409,6719,0,en
832,768473857036525572,3958,15110,en
833,768193404517830656,4080,12157,en
834,767884188863397888,1634,5309,en
